,path,emotion
651,data/training\Actor_10\10_01_02_02_dogs-sitting_negative.wav,negative
652,data/training\Actor_10\10_01_02_02_kids-talking_negative.wav,negative
653,data/training\Actor_10\10_02_01_01_dogs-sitting_negative.wav,negative
654,data/training\Actor_10\10_02_01_01_kids-talking_negative.wav,negative
655,data/training\Actor_10\10_02_01_02_dogs-sitting_negative.wav,negative
656,data/training\Actor_10\10_02_01_02_kids-talking_negative.wav,negative
657,data/training\Actor_10\10_02_02_01_dogs-sitting_negative.wav,negative
658,data/training\Actor_10\10_02_02_01_kids-talking_negative.wav,negative
659,data/training\Actor_10\10_02_02_02_dogs-sitting_negative.wav,negative
660,data/training\Actor_10\10_02_02_02_kids-talking_negative.wav,negative
661,data/training\Actor_10\502_10_01_01_01_dogs-sitting_negative.wav,negative
662,data/training\Actor_10\503_10_01_01_01_dogs-sitting_negative.wav,negative
663,data/training\Actor_10\505_10_01_01_01_dogs-sitting_negative.wav,negative
664,data/training\Actor_10\506_10_01_01_01_kids-talking_negative.wav,negative
665,data/training\Actor_10\507_10_01_01_01_kids-talking_negative.wav,negative
666,data/training\Actor_10\509_10_01_01_01_kids-talking_negative.wav,negative
667,data/training\Actor_10\511_10_01_01_02_dogs-sitting_negative.wav,negative
668,data/training\Actor_10\512_10_01_01_02_dogs-sitting_negative.wav,negative
669,data/training\Actor_10\514_10_01_01_02_dogs-sitting_negative.wav,negative
670,data/training\Actor_10\515_10_01_01_02_kids-talking_negative.wav,negative
671,data/training\Actor_10\516_10_01_01_02_kids-talking_negative.wav,negative
672,data/training\Actor_10\518_10_01_01_02_kids-talking_negative.wav,negative
673,data/training\Actor_10\519_10_01_02_01_dogs-sitting_negative.wav,negative
674,data/training\Actor_10\520_10_01_02_01_dogs-sitting_negative.wav,negative
675,data/training\Actor_10\522_10_01_02_01_dogs-sitting_negative.wav,negative
676,data/training\Actor_10\523_10_01_02_01_kids-talking_negative.wav,negative
677,data/training\Actor_10\524_10_01_02_01_kids-talking_negative.wav,negative
678,data/training\Actor_10\526_10_01_02_01_kids-talking_negative.wav,negative
679,data/training\Actor_10\527_10_01_02_02_dogs-sitting_negative.wav,negative
680,data/training\Actor_10\528_10_01_02_02_dogs-sitting_negative.wav,negative
681,data/training\Actor_10\530_10_01_02_02_dogs-sitting_negative.wav,negative
682,data/training\Actor_10\531_10_01_02_02_kids-talking_negative.wav,negative
683,data/training\Actor_10\532_10_01_02_02_kids-talking_negative.wav,negative
684,data/training\Actor_10\534_10_01_02_02_kids-talking_negative.wav,negative
685,data/training\Actor_10\535_10_02_01_01_dogs-sitting_negative.wav,negative
686,data/training\Actor_10\536_10_02_01_01_dogs-sitting_negative.wav,negative
687,data/training\Actor_10\537_10_02_01_01_kids-talking_negative.wav,negative
688,data/training\Actor_10\538_10_02_01_01_kids-talking_negative.wav,negative
689,data/training\Actor_10\540_10_02_01_02_dogs-sitting_negative.wav,negative
690,data/training\Actor_10\541_10_02_01_02_dogs-sitting_negative.wav,negative
691,data/training\Actor_10\542_10_02_01_02_kids-talking_negative.wav,negative
692,data/training\Actor_10\543_10_02_01_02_kids-talking_negative.wav,negative
693,data/training\Actor_10\545_10_02_02_01_dogs-sitting_negative.wav,negative
694,data/training\Actor_10\546_10_02_02_01_dogs-sitting_negative.wav,negative
695,data/training\Actor_10\547_10_02_02_01_kids-talking_negative.wav,negative
696,data/training\Actor_10\548_10_02_02_01_kids-talking_negative.wav,negative
697,data/training\Actor_10\549_10_02_02_02_dogs-sitting_negative.wav,negative
698,data/training\Actor_10\550_10_02_02_02_dogs-sitting_negative.wav,negative
699,data/training\Actor_10\553_10_02_02_02_kids-talking_negative.wav,negative
700,data/training\Actor_10\554_10_02_02_02_kids-talking_negative.wav,negative
701,data/training\Actor_11\03-02-04-01-01-01-11_negative.wav,negative
702,data/training\Actor_11\03-02-04-01-01-02-11_negative.wav,negative
703,data/training\Actor_11\03-02-04-01-02-01-11_negative.wav,negative
704,data/training\Actor_11\03-02-04-01-02-02-11_negative.wav,negative
705,data/training\Actor_11\03-02-04-02-01-01-11_negative.wav,negative
706,data/training\Actor_11\03-02-04-02-01-02-11_negative.wav,negative
707,data/training\Actor_11\03-02-04-02-02-01-11_negative.wav,negative
708,data/training\Actor_11\03-02-04-02-02-02-11_negative.wav,negative
709,data/training\Actor_11\03-02-05-01-01-01-11_negative.wav,negative
710,data/training\Actor_11\03-02-05-01-01-02-11_negative.wav,negative
711,data/training\Actor_11\03-02-05-01-02-01-11_negative.wav,negative
712,data/training\Actor_11\03-02-05-01-02-02-11_negative.wav,negative
713,data/training\Actor_11\03-02-05-02-01-01-11_negative.wav,negative
714,data/training\Actor_11\03-02-05-02-01-02-11_negative.wav,negative
715,data/training\Actor_11\03-02-05-02-02-01-11_negative.wav,negative
716,data/training\Actor_11\03-02-05-02-02-02-11_negative.wav,negative
717,data/training\Actor_11\03-02-06-01-01-01-11_negative.wav,negative
718,data/training\Actor_11\03-02-06-01-01-02-11_negative.wav,negative
719,data/training\Actor_11\03-02-06-01-02-01-11_negative.wav,negative
720,data/training\Actor_11\03-02-06-01-02-02-11_negative.wav,negative
721,data/training\Actor_11\03-02-06-02-01-01-11_negative.wav,negative
722,data/training\Actor_11\03-02-06-02-01-02-11_negative.wav,negative
723,data/training\Actor_11\03-02-06-02-02-01-11_negative.wav,negative
724,data/training\Actor_11\03-02-06-02-02-02-11_negative.wav,negative
725,data/training\Actor_11\11_01_01_01_dogs-sitting_negative.wav,negative
726,data/training\Actor_11\11_01_01_01_kids-talking_negative.wav,negative
727,data/training\Actor_11\11_01_01_02_dogs-sitting_negative.wav,negative
728,data/training\Actor_11\11_01_01_02_kids-talking_negative.wav,negative
729,data/training\Actor_11\11_01_02_01_dogs-sitting_negative.wav,negative
730,data/training\Actor_11\11_01_02_01_kids-talking_negative.wav,negative
731,data/training\Actor_11\11_01_02_02_dogs-sitting_negative.wav,negative
732,data/training\Actor_11\11_01_02_02_kids-talking_negative.wav,negative
733,data/training\Actor_11\11_02_01_01_dogs-sitting_negative.wav,negative
734,data/training\Actor_11\11_02_01_01_kids-talking_negative.wav,negative
735,data/training\Actor_11\11_02_01_02_dogs-sitting_negative.wav,negative
736,data/training\Actor_11\11_02_01_02_kids-talking_negative.wav,negative
737,data/training\Actor_11\11_02_02_01_dogs-sitting_negative.wav,negative
738,data/training\Actor_11\11_02_02_01_kids-talking_negative.wav,negative
739,data/training\Actor_11\11_02_02_02_dogs-sitting_negative.wav,negative
740,data/training\Actor_11\11_02_02_02_kids-talking_negative.wav,negative
741,data/training\Actor_11\556_11_01_01_01_dogs-sitting_negative.wav,negative
742,data/training\Actor_11\557_11_01_01_01_dogs-sitting_negative.wav,negative
743,data/training\Actor_11\559_11_01_01_01_dogs-sitting_negative.wav,negative
744,data/training\Actor_11\560_11_01_01_01_kids-talking_negative.wav,negative
745,data/training\Actor_11\561_11_01_01_01_kids-talking_negative.wav,negative
746,data/training\Actor_11\563_11_01_01_01_kids-talking_negative.wav,negative
747,data/training\Actor_11\565_11_01_01_02_dogs-sitting_negative.wav,negative
748,data/training\Actor_11\566_11_01_01_02_dogs-sitting_negative.wav,negative
749,data/training\Actor_11\568_11_01_01_02_dogs-sitting_negative.wav,negative
750,data/training\Actor_11\570_11_01_01_02_kids-talking_negative.wav,negative
751,data/training\Actor_11\571_11_01_01_02_kids-talking_negative.wav,negative
752,data/training\Actor_11\573_11_01_01_02_kids-talking_negative.wav,negative
753,data/training\Actor_11\575_11_01_02_01_dogs-sitting_negative.wav,negative
754,data/training\Actor_11\576_11_01_02_01_dogs-sitting_negative.wav,negative
755,data/training\Actor_11\578_11_01_02_01_dogs-sitting_negative.wav,negative
756,data/training\Actor_11\580_11_01_02_01_kids-talking_negative.wav,negative
757,data/training\Actor_11\581_11_01_02_01_kids-talking_negative.wav,negative
758,data/training\Actor_11\583_11_01_02_01_kids-talking_negative.wav,negative
759,data/training\Actor_11\584_11_01_02_02_dogs-sitting_negative.wav,negative
760,data/training\Actor_11\585_11_01_02_02_dogs-sitting_negative.wav,negative
761,data/training\Actor_11\587_11_01_02_02_dogs-sitting_negative.wav,negative
762,data/training\Actor_11\590_11_01_02_02_kids-talking_negative.wav,negative
763,data/training\Actor_11\591_11_01_02_02_kids-talking_negative.wav,negative
764,data/training\Actor_11\593_11_01_02_02_kids-talking_negative.wav,negative
765,data/training\Actor_11\594_11_02_01_01_dogs-sitting_negative.wav,negative
766,data/training\Actor_11\595_11_02_01_01_dogs-sitting_negative.wav,negative
767,data/training\Actor_11\597_11_02_01_01_kids-talking_negative.wav,negative
768,data/training\Actor_11\598_11_02_01_01_kids-talking_negative.wav,negative
769,data/training\Actor_11\599_11_02_01_02_dogs-sitting_negative.wav,negative
770,data/training\Actor_11\600_11_02_01_02_dogs-sitting_negative.wav,negative
771,data/training\Actor_11\601_11_02_01_02_kids-talking_negative.wav,negative
772,data/training\Actor_11\602_11_02_01_02_kids-talking_negative.wav,negative
773,data/training\Actor_11\603_11_02_02_01_dogs-sitting_negative.wav,negative
774,data/training\Actor_11\604_11_02_02_01_dogs-sitting_negative.wav,negative
775,data/training\Actor_11\606_11_02_02_01_kids-talking_negative.wav,negative
776,data/training\Actor_11\607_11_02_02_01_kids-talking_negative.wav,negative
777,data/training\Actor_11\608_11_02_02_02_dogs-sitting_negative.wav,negative
778,data/training\Actor_11\609_11_02_02_02_dogs-sitting_negative.wav,negative
779,data/training\Actor_11\611_11_02_02_02_kids-talking_negative.wav,negative
780,data/training\Actor_11\612_11_02_02_02_kids-talking_negative.wav,negative
781,data/training\Actor_12\03-02-04-01-01-01-12_negative.wav,negative
782,data/training\Actor_12\03-02-04-01-01-02-12_negative.wav,negative
783,data/training\Actor_12\03-02-04-01-02-01-12_negative.wav,negative
784,data/training\Actor_12\03-02-04-01-02-02-12_negative.wav,negative
785,data/training\Actor_12\03-02-04-02-01-01-12_negative.wav,negative
786,data/training\Actor_12\03-02-04-02-01-02-12_negative.wav,negative
787,data/training\Actor_12\03-02-04-02-02-01-12_negative.wav,negative
788,data/training\Actor_12\03-02-04-02-02-02-12_negative.wav,negative
789,data/training\Actor_12\03-02-05-01-01-01-12_negative.wav,negative
790,data/training\Actor_12\03-02-05-01-01-02-12_negative.wav,negative
791,data/training\Actor_12\03-02-05-01-02-01-12_negative.wav,negative
792,data/training\Actor_12\03-02-05-01-02-02-12_negative.wav,negative
793,data/training\Actor_12\03-02-05-02-01-01-12_negative.wav,negative
794,data/training\Actor_12\03-02-05-02-01-02-12_negative.wav,negative
795,data/training\Actor_12\03-02-05-02-02-01-12_negative.wav,negative
796,data/training\Actor_12\03-02-05-02-02-02-12_negative.wav,negative
797,data/training\Actor_12\03-02-06-01-01-01-12_negative.wav,negative
798,data/training\Actor_12\03-02-06-01-01-02-12_negative.wav,negative
799,data/training\Actor_12\03-02-06-01-02-01-12_negative.wav,negative
800,data/training\Actor_12\03-02-06-01-02-02-12_negative.wav,negative
801,data/training\Actor_12\03-02-06-02-01-01-12_negative.wav,negative
802,data/training\Actor_12\03-02-06-02-01-02-12_negative.wav,negative
803,data/training\Actor_12\03-02-06-02-02-01-12_negative.wav,negative
804,data/training\Actor_12\03-02-06-02-02-02-12_negative.wav,negative
805,data/training\Actor_12\12_01_01_01_dogs-sitting_negative.wav,negative
806,data/training\Actor_12\12_01_01_01_kids-talking_negative.wav,negative
807,data/training\Actor_12\12_01_01_02_dogs-sitting_negative.wav,negative
808,data/training\Actor_12\12_01_01_02_kids-talking_negative.wav,negative
809,data/training\Actor_12\12_01_02_01_dogs-sitting_negative.wav,negative
810,data/training\Actor_12\12_01_02_01_kids-talking_negative.wav,negative
811,data/training\Actor_12\12_01_02_02_dogs-sitting_negative.wav,negative
812,data/training\Actor_12\12_01_02_02_kids-talking_negative.wav,negative
813,data/training\Actor_12\12_02_01_01_dogs-sitting_negative.wav,negative
814,data/training\Actor_12\12_02_01_01_kids-talking_negative.wav,negative
815,data/training\Actor_12\12_02_01_02_dogs-sitting_negative.wav,negative
816,data/training\Actor_12\12_02_01_02_kids-talking_negative.wav,negative
817,data/training\Actor_12\12_02_02_01_dogs-sitting_negative.wav,negative
818,data/training\Actor_12\12_02_02_01_kids-talking_negative.wav,negative
819,data/training\Actor_12\12_02_02_02_dogs-sitting_negative.wav,negative
820,data/training\Actor_12\12_02_02_02_kids-talking_negative.wav,negative
821,data/training\Actor_12\614_12_01_01_01_dogs-sitting_negative.wav,negative
822,data/training\Actor_12\615_12_01_01_01_dogs-sitting_negative.wav,negative
823,data/training\Actor_12\617_12_01_01_01_dogs-sitting_negative.wav,negative
824,data/training\Actor_12\618_12_01_01_01_kids-talking_negative.wav,negative
825,data/training\Actor_12\619_12_01_01_01_kids-talking_negative.wav,negative
826,data/training\Actor_12\621_12_01_01_01_kids-talking_negative.wav,negative
827,data/training\Actor_12\623_12_01_01_02_dogs-sitting_negative.wav,negative
828,data/training\Actor_12\624_12_01_01_02_dogs-sitting_negative.wav,negative
829,data/training\Actor_12\626_12_01_01_02_dogs-sitting_negative.wav,negative
830,data/training\Actor_12\628_12_01_01_02_kids-talking_negative.wav,negative
831,data/training\Actor_12\629_12_01_01_02_kids-talking_negative.wav,negative
832,data/training\Actor_12\631_12_01_01_02_kids-talking_negative.wav,negative
833,data/training\Actor_12\632_12_01_02_01_dogs-sitting_negative.wav,negative
834,data/training\Actor_12\633_12_01_02_01_dogs-sitting_negative.wav,negative
835,data/training\Actor_12\635_12_01_02_01_dogs-sitting_negative.wav,negative
836,data/training\Actor_12\637_12_01_02_01_kids-talking_negative.wav,negative
837,data/training\Actor_12\638_12_01_02_01_kids-talking_negative.wav,negative
838,data/training\Actor_12\640_12_01_02_01_kids-talking_negative.wav,negative
839,data/training\Actor_12\641_12_01_02_02_dogs-sitting_negative.wav,negative
840,data/training\Actor_12\642_12_01_02_02_dogs-sitting_negative.wav,negative
841,data/training\Actor_12\644_12_01_02_02_dogs-sitting_negative.wav,negative
842,data/training\Actor_12\647_12_01_02_02_kids-talking_negative.wav,negative
843,data/training\Actor_12\648_12_01_02_02_kids-talking_negative.wav,negative
844,data/training\Actor_12\650_12_01_02_02_kids-talking_negative.wav,negative
845,data/training\Actor_12\651_12_02_01_01_dogs-sitting_negative.wav,negative
846,data/training\Actor_12\652_12_02_01_01_dogs-sitting_negative.wav,negative
847,data/training\Actor_12\654_12_02_01_01_kids-talking_negative.wav,negative
848,data/training\Actor_12\655_12_02_01_01_kids-talking_negative.wav,negative
849,data/training\Actor_12\657_12_02_01_02_dogs-sitting_negative.wav,negative
850,data/training\Actor_12\658_12_02_01_02_dogs-sitting_negative.wav,negative
851,data/training\Actor_12\660_12_02_01_02_kids-talking_negative.wav,negative
852,data/training\Actor_12\661_12_02_01_02_kids-talking_negative.wav,negative
853,data/training\Actor_12\662_12_02_02_01_dogs-sitting_negative.wav,negative
854,data/training\Actor_12\663_12_02_02_01_dogs-sitting_negative.wav,negative
855,data/training\Actor_12\664_12_02_02_01_kids-talking_negative.wav,negative
856,data/training\Actor_12\665_12_02_02_01_kids-talking_negative.wav,negative
857,data/training\Actor_12\666_12_02_02_02_dogs-sitting_negative.wav,negative
858,data/training\Actor_12\667_12_02_02_02_dogs-sitting_negative.wav,negative
859,data/training\Actor_12\668_12_02_02_02_kids-talking_negative.wav,negative
860,data/training\Actor_12\669_12_02_02_02_kids-talking_negative.wav,negative
861,data/training\Actor_13\03-02-04-01-01-01-13_negative.wav,negative
862,data/training\Actor_13\03-02-04-01-01-02-13_negative.wav,negative
863,data/training\Actor_13\03-02-04-01-02-01-13_negative.wav,negative
864,data/training\Actor_13\03-02-04-01-02-02-13_negative.wav,negative
865,data/training\Actor_13\03-02-04-02-01-01-13_negative.wav,negative
866,data/training\Actor_13\03-02-04-02-01-02-13_negative.wav,negative
867,data/training\Actor_13\03-02-04-02-02-01-13_negative.wav,negative
868,data/training\Actor_13\03-02-04-02-02-02-13_negative.wav,negative
869,data/training\Actor_13\03-02-05-01-01-01-13_negative.wav,negative
870,data/training\Actor_13\03-02-05-01-01-02-13_negative.wav,negative
871,data/training\Actor_13\03-02-05-01-02-01-13_negative.wav,negative
872,data/training\Actor_13\03-02-05-01-02-02-13_negative.wav,negative
873,data/training\Actor_13\03-02-05-02-01-01-13_negative.wav,negative
874,data/training\Actor_13\03-02-05-02-01-02-13_negative.wav,negative
875,data/training\Actor_13\03-02-05-02-02-01-13_negative.wav,negative
876,data/training\Actor_13\03-02-05-02-02-02-13_negative.wav,negative
877,data/training\Actor_13\03-02-06-01-01-01-13_negative.wav,negative
878,data/training\Actor_13\03-02-06-01-01-02-13_negative.wav,negative
879,data/training\Actor_13\03-02-06-01-02-01-13_negative.wav,negative
880,data/training\Actor_13\03-02-06-01-02-02-13_negative.wav,negative
881,data/training\Actor_13\03-02-06-02-01-01-13_negative.wav,negative
882,data/training\Actor_13\03-02-06-02-01-02-13_negative.wav,negative
883,data/training\Actor_13\03-02-06-02-02-01-13_negative.wav,negative
884,data/training\Actor_13\03-02-06-02-02-02-13_negative.wav,negative
885,data/training\Actor_13\13_01_01_01_dogs-sitting_negative.wav,negative
886,data/training\Actor_13\13_01_01_01_kids-talking_negative.wav,negative
887,data/training\Actor_13\13_01_01_02_dogs-sitting_negative.wav,negative
888,data/training\Actor_13\13_01_01_02_kids-talking_negative.wav,negative
889,data/training\Actor_13\13_01_02_01_dogs-sitting_negative.wav,negative
890,data/training\Actor_13\13_01_02_01_kids-talking_negative.wav,negative
891,data/training\Actor_13\13_01_02_02_dogs-sitting_negative.wav,negative
892,data/training\Actor_13\13_01_02_02_kids-talking_negative.wav,negative
893,data/training\Actor_13\13_02_01_01_dogs-sitting_negative.wav,negative
894,data/training\Actor_13\13_02_01_01_kids-talking_negative.wav,negative
895,data/training\Actor_13\13_02_01_02_dogs-sitting_negative.wav,negative
896,data/training\Actor_13\13_02_01_02_kids-talking_negative.wav,negative
897,data/training\Actor_13\13_02_02_01_dogs-sitting_negative.wav,negative
898,data/training\Actor_13\13_02_02_01_kids-talking_negative.wav,negative
899,data/training\Actor_13\13_02_02_02_dogs-sitting_negative.wav,negative
900,data/training\Actor_13\13_02_02_02_kids-talking_negative.wav,negative
901,data/training\Actor_13\671_13_01_01_01_dogs-sitting_negative.wav,negative
902,data/training\Actor_13\672_13_01_01_01_dogs-sitting_negative.wav,negative
903,data/training\Actor_13\674_13_01_01_01_dogs-sitting_negative.wav,negative
904,data/training\Actor_13\676_13_01_01_01_kids-talking_negative.wav,negative
905,data/training\Actor_13\677_13_01_01_01_kids-talking_negative.wav,negative
906,data/training\Actor_13\679_13_01_01_01_kids-talking_negative.wav,negative
907,data/training\Actor_13\680_13_01_01_02_dogs-sitting_negative.wav,negative
908,data/training\Actor_13\681_13_01_01_02_dogs-sitting_negative.wav,negative
909,data/training\Actor_13\683_13_01_01_02_dogs-sitting_negative.wav,negative
910,data/training\Actor_13\684_13_01_01_02_kids-talking_negative.wav,negative
911,data/training\Actor_13\685_13_01_01_02_kids-talking_negative.wav,negative
912,data/training\Actor_13\687_13_01_01_02_kids-talking_negative.wav,negative
913,data/training\Actor_13\688_13_01_02_01_dogs-sitting_negative.wav,negative
914,data/training\Actor_13\689_13_01_02_01_dogs-sitting_negative.wav,negative
915,data/training\Actor_13\691_13_01_02_01_dogs-sitting_negative.wav,negative
916,data/training\Actor_13\693_13_01_02_01_kids-talking_negative.wav,negative
917,data/training\Actor_13\694_13_01_02_01_kids-talking_negative.wav,negative
918,data/training\Actor_13\696_13_01_02_01_kids-talking_negative.wav,negative
919,data/training\Actor_13\699_13_01_02_02_dogs-sitting_negative.wav,negative
920,data/training\Actor_13\700_13_01_02_02_dogs-sitting_negative.wav,negative
921,data/training\Actor_13\702_13_01_02_02_dogs-sitting_negative.wav,negative
922,data/training\Actor_13\704_13_01_02_02_kids-talking_negative.wav,negative
923,data/training\Actor_13\705_13_01_02_02_kids-talking_negative.wav,negative
924,data/training\Actor_13\707_13_01_02_02_kids-talking_negative.wav,negative
925,data/training\Actor_13\708_13_02_01_01_dogs-sitting_negative.wav,negative
926,data/training\Actor_13\709_13_02_01_01_dogs-sitting_negative.wav,negative
927,data/training\Actor_13\710_13_02_01_01_kids-talking_negative.wav,negative
928,data/training\Actor_13\711_13_02_01_01_kids-talking_negative.wav,negative
929,data/training\Actor_13\713_13_02_01_02_dogs-sitting_negative.wav,negative
930,data/training\Actor_13\714_13_02_01_02_dogs-sitting_negative.wav,negative
931,data/training\Actor_13\716_13_02_01_02_kids-talking_negative.wav,negative
932,data/training\Actor_13\717_13_02_01_02_kids-talking_negative.wav,negative
933,data/training\Actor_13\719_13_02_02_01_dogs-sitting_negative.wav,negative
934,data/training\Actor_13\720_13_02_02_01_dogs-sitting_negative.wav,negative
935,data/training\Actor_13\721_13_02_02_01_kids-talking_negative.wav,negative
936,data/training\Actor_13\722_13_02_02_01_kids-talking_negative.wav,negative
937,data/training\Actor_13\724_13_02_02_02_dogs-sitting_negative.wav,negative
938,data/training\Actor_13\725_13_02_02_02_dogs-sitting_negative.wav,negative
939,data/training\Actor_13\726_13_02_02_02_kids-talking_negative.wav,negative
940,data/training\Actor_13\727_13_02_02_02_kids-talking_negative.wav,negative
941,data/training\Actor_14\03-02-04-01-01-01-14_negative.wav,negative
942,data/training\Actor_14\03-02-04-01-01-02-14_negative.wav,negative
943,data/training\Actor_14\03-02-04-01-02-01-14_negative.wav,negative
944,data/training\Actor_14\03-02-04-01-02-02-14_negative.wav,negative
945,data/training\Actor_14\03-02-04-02-01-01-14_negative.wav,negative
946,data/training\Actor_14\03-02-04-02-01-02-14_negative.wav,negative
947,data/training\Actor_14\03-02-04-02-02-01-14_negative.wav,negative
948,data/training\Actor_14\03-02-04-02-02-02-14_negative.wav,negative
949,data/training\Actor_14\03-02-05-01-01-01-14_negative.wav,negative
950,data/training\Actor_14\03-02-05-01-01-02-14_negative.wav,negative
951,data/training\Actor_14\03-02-05-01-02-01-14_negative.wav,negative
952,data/training\Actor_14\03-02-05-01-02-02-14_negative.wav,negative
953,data/training\Actor_14\03-02-05-02-01-01-14_negative.wav,negative
954,data/training\Actor_14\03-02-05-02-01-02-14_negative.wav,negative
955,data/training\Actor_14\03-02-05-02-02-01-14_negative.wav,negative
956,data/training\Actor_14\03-02-05-02-02-02-14_negative.wav,negative
957,data/training\Actor_14\03-02-06-01-01-01-14_negative.wav,negative
958,data/training\Actor_14\03-02-06-01-01-02-14_negative.wav,negative
959,data/training\Actor_14\03-02-06-01-02-01-14_negative.wav,negative
960,data/training\Actor_14\03-02-06-01-02-02-14_negative.wav,negative
961,data/training\Actor_14\03-02-06-02-01-01-14_negative.wav,negative
962,data/training\Actor_14\03-02-06-02-01-02-14_negative.wav,negative
963,data/training\Actor_14\03-02-06-02-02-01-14_negative.wav,negative
964,data/training\Actor_14\03-02-06-02-02-02-14_negative.wav,negative
965,data/training\Actor_14\14_02_01_01_dogs-sitting_negative.wav,negative
966,data/training\Actor_14\14_02_01_01_kids-talking_negative.wav,negative
967,data/training\Actor_14\14_02_01_02_dogs-sitting_negative.wav,negative
968,data/training\Actor_14\14_02_01_02_kids-talking_negative.wav,negative
969,data/training\Actor_14\14_02_02_01_dogs-sitting_negative.wav,negative
970,data/training\Actor_14\14_02_02_01_kids-talking_negative.wav,negative
971,data/training\Actor_14\14_02_02_02_dogs-sitting_negative.wav,negative
972,data/training\Actor_14\14_02_02_02_kids-talking_negative.wav,negative
973,data/training\Actor_14\728_14_02_01_01_dogs-sitting_negative.wav,negative
974,data/training\Actor_14\729_14_02_01_01_dogs-sitting_negative.wav,negative
975,data/training\Actor_14\730_14_02_01_01_kids-talking_negative.wav,negative
976,data/training\Actor_14\731_14_02_01_01_kids-talking_negative.wav,negative
977,data/training\Actor_14\732_14_02_01_02_dogs-sitting_negative.wav,negative
978,data/training\Actor_14\733_14_02_01_02_dogs-sitting_negative.wav,negative
979,data/training\Actor_14\736_14_02_01_02_kids-talking_negative.wav,negative
980,data/training\Actor_14\737_14_02_01_02_kids-talking_negative.wav,negative
981,data/training\Actor_14\739_14_02_02_01_dogs-sitting_negative.wav,negative
982,data/training\Actor_14\740_14_02_02_01_dogs-sitting_negative.wav,negative
983,data/training\Actor_14\741_14_02_02_01_kids-talking_negative.wav,negative
984,data/training\Actor_14\742_14_02_02_01_kids-talking_negative.wav,negative
985,data/training\Actor_14\743_14_02_02_02_dogs-sitting_negative.wav,negative
986,data/training\Actor_14\744_14_02_02_02_dogs-sitting_negative.wav,negative
987,data/training\Actor_14\746_14_02_02_02_kids-talking_negative.wav,negative
988,data/training\Actor_14\747_14_02_02_02_kids-talking_negative.wav,negative
989,data/training\Actor_15\03-02-04-01-01-01-15_negative.wav,negative
990,data/training\Actor_15\03-02-04-01-01-02-15_negative.wav,negative
991,data/training\Actor_15\03-02-04-01-02-01-15_negative.wav,negative
992,data/training\Actor_15\03-02-04-01-02-02-15_negative.wav,negative
993,data/training\Actor_15\03-02-04-02-01-01-15_negative.wav,negative
994,data/training\Actor_15\03-02-04-02-01-02-15_negative.wav,negative
995,data/training\Actor_15\03-02-04-02-02-01-15_negative.wav,negative
996,data/training\Actor_15\03-02-04-02-02-02-15_negative.wav,negative
997,data/training\Actor_15\03-02-05-01-01-01-15_negative.wav,negative
998,data/training\Actor_15\03-02-05-01-01-02-15_negative.wav,negative
999,data/training\Actor_15\03-02-05-01-02-01-15_negative.wav,negative
1000,data/training\Actor_15\03-02-05-01-02-02-15_negative.wav,negative
1001,data/training\Actor_15\03-02-05-02-01-01-15_negative.wav,negative
1002,data/training\Actor_15\03-02-05-02-01-02-15_negative.wav,negative
1003,data/training\Actor_15\03-02-05-02-02-01-15_negative.wav,negative
1004,data/training\Actor_15\03-02-05-02-02-02-15_negative.wav,negative
1005,data/training\Actor_15\03-02-06-01-01-01-15_negative.wav,negative
1006,data/training\Actor_15\03-02-06-01-01-02-15_negative.wav,negative
1007,data/training\Actor_15\03-02-06-01-02-01-15_negative.wav,negative
1008,data/training\Actor_15\03-02-06-01-02-02-15_negative.wav,negative
1009,data/training\Actor_15\03-02-06-02-01-01-15_negative.wav,negative
1010,data/training\Actor_15\03-02-06-02-01-02-15_negative.wav,negative
1011,data/training\Actor_15\03-02-06-02-02-01-15_negative.wav,negative
1012,data/training\Actor_15\03-02-06-02-02-02-15_negative.wav,negative
1013,data/training\Actor_15\15_02_01_01_dogs-sitting_negative.wav,negative
1014,data/training\Actor_15\15_02_01_01_kids-talking_negative.wav,negative
1015,data/training\Actor_15\15_02_01_02_dogs-sitting_negative.wav,negative
1016,data/training\Actor_15\15_02_01_02_kids-talking_negative.wav,negative
1017,data/training\Actor_15\15_02_02_01_dogs-sitting_negative.wav,negative
1018,data/training\Actor_15\15_02_02_01_kids-talking_negative.wav,negative
1019,data/training\Actor_15\15_02_02_02_dogs-sitting_negative.wav,negative
1020,data/training\Actor_15\15_02_02_02_kids-talking_negative.wav,negative
1021,data/training\Actor_15\748_15_02_01_01_dogs-sitting_negative.wav,negative
1022,data/training\Actor_15\749_15_02_01_01_dogs-sitting_negative.wav,negative
1023,data/training\Actor_15\750_15_02_01_01_kids-talking_negative.wav,negative
1024,data/training\Actor_15\751_15_02_01_01_kids-talking_negative.wav,negative
1025,data/training\Actor_15\753_15_02_01_02_dogs-sitting_negative.wav,negative
1026,data/training\Actor_15\754_15_02_01_02_dogs-sitting_negative.wav,negative
1027,data/training\Actor_15\755_15_02_01_02_kids-talking_negative.wav,negative
1028,data/training\Actor_15\756_15_02_01_02_kids-talking_negative.wav,negative
1029,data/training\Actor_15\759_15_02_02_01_dogs-sitting_negative.wav,negative
1030,data/training\Actor_15\760_15_02_02_01_dogs-sitting_negative.wav,negative
